primary_key,employee_number,datetime_processed,termination_date,termination_type_code,termination_reason_code,is_termination_cleared
102176_2024-11-20,102176,2024-11-20,2024-11-20,V,103,True
102184_2023-11-18,102184,2023-11-18,2023-11-18,V,202,True
102186_2024-02-14,102186,2024-02-14,2024-02-14,V,100,True
102188_2023-10-22,102188,2023-10-22,2023-10-22,V,102,True
102189_2023-02-22,102189,2023-02-22,2023-02-22,V,100,True
102190_2023-03-31,102190,2023-03-31,2023-03-31,V,202,True
102192_2025-02-04,102192,2025-02-04,2025-02-04,V,100,True
102199_2025-10-05,102199,2025-10-05,2025-10-05,V,100,True
102200_2023-07-03,102200,2023-07-03,2023-07-03,V,100,True
102202_2023-09-16,102202,2023-09-16,2023-09-16,V,101,True
102203_2025-06-18,102203,2025-06-18,2025-06-18,V,102,True
102206_2023-10-17,102206,2023-10-17,2023-10-17,V,202,True
102207_2024-01-07,102207,2024-01-07,2024-01-07,V,100,True
102209_2024-03-13,102209,2024-03-13,2024-03-13,I,200,True
102211_2023-08-13,102211,2023-08-13,2023-08-13,V,101,True
102221_2025-03-08,102221,2025-03-08,2025-03-08,V,202,True
102223_2024-04-25,102223,2024-04-25,2024-04-25,I,210,True
102227_2024-09-05,102227,2024-09-05,2024-09-05,V,101,True
102229_2023-09-24,102229,2023-09-24,2023-09-24,V,100,True
102230_2023-08-20,102230,2023-08-20,2023-08-20,I,205,True
102231_2025-06-03,102231,2025-06-03,2025-06-03,I,200,True
102232_2023-12-03,102232,2023-12-03,2023-12-03,V,202,True
102236_2025-10-31,102236,2025-10-31,2025-10-31,V,100,True
102238_2024-02-14,102238,2024-02-14,2024-02-14,I,206,True
102239_2025-04-11,102239,2025-04-11,2025-04-11,V,100,True
102246_2023-11-26,102246,2023-11-26,2023-11-26,I,210,True
102247_2024-08-03,102247,2024-08-03,2024-08-03,V,100,True
102249_2024-02-26,102249,2024-02-26,2024-02-26,V,103,True
102250_2026-01-06,102250,2026-01-06,2026-01-06,I,201,True
102255_2024-01-03,102255,2024-01-03,2024-01-03,V,100,True
102258_2024-04-20,102258,2024-04-20,2024-04-20,V,101,True
102261_2024-03-07,102261,2024-03-07,2024-03-07,I,200,True
102263_2025-08-10,102263,2025-08-10,2025-08-10,V,100,True
102264_2025-01-29,102264,2025-01-29,2025-01-29,V,102,True
102269_2023-07-09,102269,2023-07-09,2023-07-09,I,201,True
102272_2026-01-03,102272,2026-01-03,2026-01-03,V,100,True
102277_2024-08-30,102277,2024-08-30,2024-08-30,I,205,True
102282_2025-09-18,102282,2025-09-18,2025-09-18,V,202,True
102287_2024-09-13,102287,2024-09-13,2024-09-13,I,207,True
102288_2024-01-12,102288,2024-01-12,2024-01-12,V,202,True
102291_2023-06-07,102291,2023-06-07,2023-06-07,V,100,True
102292_2023-06-17,102292,2023-06-17,2023-06-17,V,202,True
102293_2023-05-13,102293,2023-05-13,2023-05-13,V,102,True
102294_2025-07-20,102294,2025-07-20,2025-07-20,I,205,True
102295_2024-06-28,102295,2024-06-28,2024-06-28,V,202,True
102296_2024-09-28,102296,2024-09-28,2024-09-28,I,201,True
102301_2023-11-06,102301,2023-11-06,2023-11-06,I,205,True
102303_2024-02-25,102303,2024-02-25,2024-02-25,V,103,True
102307_2023-09-02,102307,2023-09-02,2023-09-02,V,103,True
102310_2024-01-19,102310,2024-01-19,2024-01-19,V,202,True
102312_2024-02-24,102312,2024-02-24,2024-02-24,V,100,True
102313_2024-12-09,102313,2024-12-09,2024-12-09,V,101,True
102317_2024-03-18,102317,2024-03-18,2024-03-18,V,101,True
102318_2024-06-06,102318,2024-06-06,2024-06-06,V,100,True
102320_2023-07-01,102320,2023-07-01,2023-07-01,I,200,True
102322_2024-07-29,102322,2024-07-29,2024-07-29,V,101,True
102323_2025-01-10,102323,2025-01-10,2025-01-10,I,206,True
102325_2023-12-19,102325,2023-12-19,2023-12-19,V,202,True
102326_2025-05-26,102326,2025-05-26,2025-05-26,V,101,True
102327_2024-05-04,102327,2024-05-04,2024-05-04,V,103,True
102329_2025-04-01,102329,2025-04-01,2025-04-01,V,100,True
102330_2024-02-16,102330,2024-02-16,2024-02-16,V,100,True
102331_2024-05-20,102331,2024-05-20,2024-05-20,V,101,True
102333_2024-05-29,102333,2024-05-29,2024-05-29,V,102,True
102335_2025-07-21,102335,2025-07-21,2025-07-21,V,100,True
102337_2023-08-28,102337,2023-08-28,2023-08-28,I,201,True
102339_2023-05-23,102339,2023-05-23,2023-05-23,I,201,True
102341_2023-06-03,102341,2023-06-03,2023-06-03,V,100,True
102343_2024-03-15,102343,2024-03-15,2024-03-15,V,102,True
102344_2025-10-17,102344,2025-10-17,2025-10-17,I,201,True
102350_2024-11-24,102350,2024-11-24,2024-11-24,V,100,True
102351_2024-01-30,102351,2024-01-30,2024-01-30,V,100,True
102352_2024-06-01,102352,2024-06-01,2024-06-01,V,202,True
102353_2024-10-18,102353,2024-10-18,2024-10-18,V,100,True
102354_2023-07-17,102354,2023-07-17,2023-07-17,V,101,True
102363_2023-09-24,102363,2023-09-24,2023-09-24,V,101,True
102365_2024-09-22,102365,2024-09-22,2024-09-22,V,100,True
102366_2024-01-28,102366,2024-01-28,2024-01-28,V,100,True
102367_2025-03-22,102367,2025-03-22,2025-03-22,V,102,True
102369_2024-04-12,102369,2024-04-12,2024-04-12,I,201,True
102373_2023-10-07,102373,2023-10-07,2023-10-07,I,200,True
102374_2024-07-08,102374,2024-07-08,2024-07-08,V,100,True
102379_2024-03-02,102379,2024-03-02,2024-03-02,I,200,True
102380_2023-10-23,102380,2023-10-23,2023-10-23,I,200,True
102382_2023-10-06,102382,2023-10-06,2023-10-06,V,100,True
102383_2023-08-05,102383,2023-08-05,2023-08-05,I,201,True
102384_2025-04-04,102384,2025-04-04,2025-04-04,I,205,True
102387_2023-08-17,102387,2023-08-17,2023-08-17,V,202,True
102388_2025-08-14,102388,2025-08-14,2025-08-14,V,103,True
102390_2025-04-12,102390,2025-04-12,2025-04-12,I,207,True
102396_2024-05-03,102396,2024-05-03,2024-05-03,I,207,True
102398_2023-12-25,102398,2023-12-25,2023-12-25,V,102,True
102402_2023-09-04,102402,2023-09-04,2023-09-04,V,102,True
102403_2023-12-03,102403,2023-12-03,2023-12-03,V,102,True
102407_2024-05-31,102407,2024-05-31,2024-05-31,I,200,True
102408_2024-01-19,102408,2024-01-19,2024-01-19,V,101,True
102409_2024-01-30,102409,2024-01-30,2024-01-30,I,205,True
102411_2025-10-24,102411,2025-10-24,2025-10-24,V,100,True
102414_2025-12-31,102414,2025-12-31,2025-12-31,I,205,True
102418_2023-10-29,102418,2023-10-29,2023-10-29,V,100,True
102419_2023-10-19,102419,2023-10-19,2023-10-19,I,207,True
102421_2023-09-10,102421,2023-09-10,2023-09-10,V,100,True
102425_2023-12-05,102425,2023-12-05,2023-12-05,I,206,True
102427_2025-11-06,102427,2025-11-06,2025-11-06,I,207,True
102428_2024-01-30,102428,2024-01-30,2024-01-30,V,100,True
102430_2023-11-27,102430,2023-11-27,2023-11-27,V,100,True
102433_2023-10-13,102433,2023-10-13,2023-10-13,I,210,True
102434_2023-07-14,102434,2023-07-14,2023-07-14,V,202,True
102437_2025-08-13,102437,2025-08-13,2025-08-13,V,100,True
102439_2025-10-28,102439,2025-10-28,2025-10-28,I,200,True
102442_2025-04-10,102442,2025-04-10,2025-04-10,V,202,True
102446_2023-11-13,102446,2023-11-13,2023-11-13,V,100,True
102447_2025-09-19,102447,2025-09-19,2025-09-19,I,206,True
102448_2024-01-16,102448,2024-01-16,2024-01-16,V,100,True
102450_2024-10-27,102450,2024-10-27,2024-10-27,V,100,True
102453_2024-07-02,102453,2024-07-02,2024-07-02,V,103,True
102456_2023-12-27,102456,2023-12-27,2023-12-27,V,103,True
102458_2024-03-14,102458,2024-03-14,2024-03-14,V,101,True
102459_2024-08-11,102459,2024-08-11,2024-08-11,I,206,True
102462_2024-09-28,102462,2024-09-28,2024-09-28,V,100,True
102463_2025-02-20,102463,2025-02-20,2025-02-20,I,200,True
102464_2024-04-04,102464,2024-04-04,2024-04-04,V,103,True
102470_2024-03-24,102470,2024-03-24,2024-03-24,V,100,True
102471_2023-10-30,102471,2023-10-30,2023-10-30,V,202,True
102473_2023-09-06,102473,2023-09-06,2023-09-06,V,100,True
102474_2023-10-16,102474,2023-10-16,2023-10-16,I,205,True
102475_2024-02-27,102475,2024-02-27,2024-02-27,V,100,True
102477_2024-08-02,102477,2024-08-02,2024-08-02,I,200,True
102478_2023-10-06,102478,2023-10-06,2023-10-06,V,101,True
102482_2025-12-06,102482,2025-12-06,2025-12-06,V,102,True
102484_2025-01-28,102484,2025-01-28,2025-01-28,I,207,True
102486_2024-10-25,102486,2024-10-25,2024-10-25,V,100,True
102490_2025-04-15,102490,2025-04-15,2025-04-15,V,100,True
102493_2024-09-17,102493,2024-09-17,2024-09-17,I,201,True
102495_2024-06-26,102495,2024-06-26,2024-06-26,V,101,True
102496_2024-06-27,102496,2024-06-27,2024-06-27,V,100,True
102497_2024-04-16,102497,2024-04-16,2024-04-16,I,207,True
102503_2024-03-04,102503,2024-03-04,2024-03-04,I,205,True
102504_2025-06-11,102504,2025-06-11,2025-06-11,V,102,True
102507_2025-10-22,102507,2025-10-22,2025-10-22,I,207,True
102509_2024-10-03,102509,2024-10-03,2024-10-03,V,100,True
102513_2025-04-21,102513,2025-04-21,2025-04-21,V,100,True
102517_2025-02-23,102517,2025-02-23,2025-02-23,V,101,True
102520_2025-11-10,102520,2025-11-10,2025-11-10,V,100,True
102523_2023-12-15,102523,2023-12-15,2023-12-15,V,100,True
102526_2025-04-30,102526,2025-04-30,2025-04-30,V,100,True
102527_2023-11-21,102527,2023-11-21,2023-11-21,V,102,True
102531_2023-12-10,102531,2023-12-10,2023-12-10,V,100,True
102533_2024-01-11,102533,2024-01-11,2024-01-11,I,200,True
102534_2023-11-15,102534,2023-11-15,2023-11-15,V,102,True
102535_2024-09-19,102535,2024-09-19,2024-09-19,V,100,True
102543_2023-11-01,102543,2023-11-01,2023-11-01,V,202,True
102545_2025-03-01,102545,2025-03-01,2025-03-01,V,103,True
102551_2023-12-14,102551,2023-12-14,2023-12-14,V,100,True
102552_2023-11-19,102552,2023-11-19,2023-11-19,V,100,True
102553_2023-12-15,102553,2023-12-15,2023-12-15,V,100,True
102555_2024-10-02,102555,2024-10-02,2024-10-02,V,100,True
102558_2024-11-05,102558,2024-11-05,2024-11-05,I,200,True
102559_2025-10-18,102559,2025-10-18,2025-10-18,V,100,True
102561_2025-05-20,102561,2025-05-20,2025-05-20,I,207,True
102566_2023-11-19,102566,2023-11-19,2023-11-19,V,102,True
102567_2024-07-29,102567,2024-07-29,2024-07-29,I,207,True
102568_2025-01-25,102568,2025-01-25,2025-01-25,V,100,True
102569_2023-12-15,102569,2023-12-15,2023-12-15,V,100,True
102570_2024-10-12,102570,2024-10-12,2024-10-12,V,100,True
102572_2025-09-06,102572,2025-09-06,2025-09-06,V,101,True
102573_2025-05-07,102573,2025-05-07,2025-05-07,V,102,True
102574_2026-01-22,102574,2026-01-22,2026-01-22,I,205,True
102577_2025-01-21,102577,2025-01-21,2025-01-21,V,100,True
102582_2024-09-20,102582,2024-09-20,2024-09-20,V,100,True
102584_2024-09-29,102584,2024-09-29,2024-09-29,V,100,True
102587_2024-07-09,102587,2024-07-09,2024-07-09,V,100,True
102592_2024-03-13,102592,2024-03-13,2024-03-13,I,205,True
102593_2024-08-30,102593,2024-08-30,2024-08-30,I,207,True
102595_2024-02-14,102595,2024-02-14,2024-02-14,V,101,True
102604_2024-10-29,102604,2024-10-29,2024-10-29,V,100,True
102608_2025-12-21,102608,2025-12-21,2025-12-21,V,101,True
102609_2024-12-17,102609,2024-12-17,2024-12-17,V,101,True
102613_2024-06-07,102613,2024-06-07,2024-06-07,V,103,True
102616_2024-03-23,102616,2024-03-23,2024-03-23,I,206,True
102619_2024-09-18,102619,2024-09-18,2024-09-18,V,100,True
102621_2024-08-11,102621,2024-08-11,2024-08-11,V,102,True
102622_2024-02-15,102622,2024-02-15,2024-02-15,V,100,True
102625_2024-04-28,102625,2024-04-28,2024-04-28,V,101,True
102627_2024-06-17,102627,2024-06-17,2024-06-17,V,202,True
102630_2024-10-18,102630,2024-10-18,2024-10-18,V,101,True
102631_2024-02-02,102631,2024-02-02,2024-02-02,I,205,True
102634_2025-10-08,102634,2025-10-08,2025-10-08,I,205,True
102639_2024-09-01,102639,2024-09-01,2024-09-01,V,100,True
102641_2024-07-10,102641,2024-07-10,2024-07-10,I,200,True
102643_2024-09-15,102643,2024-09-15,2024-09-15,I,205,True
102646_2025-03-17,102646,2025-03-17,2025-03-17,V,101,True
102647_2024-04-16,102647,2024-04-16,2024-04-16,I,207,True
102649_2024-11-24,102649,2024-11-24,2024-11-24,V,101,True
102650_2024-11-19,102650,2024-11-19,2024-11-19,I,200,True
102652_2024-05-08,102652,2024-05-08,2024-05-08,V,102,True
102658_2025-02-17,102658,2025-02-17,2025-02-17,V,103,True
102662_2025-02-22,102662,2025-02-22,2025-02-22,V,100,True
102665_2025-07-01,102665,2025-07-01,2025-07-01,I,205,True
102667_2025-03-10,102667,2025-03-10,2025-03-10,V,100,True
102668_2024-02-27,102668,2024-02-27,2024-02-27,V,103,True
102671_2025-10-02,102671,2025-10-02,2025-10-02,V,100,True
102674_2024-02-27,102674,2024-02-27,2024-02-27,I,207,True
102675_2026-01-16,102675,2026-01-16,2026-01-16,I,206,True
102676_2025-04-05,102676,2025-04-05,2025-04-05,V,202,True
102677_2025-12-05,102677,2025-12-05,2025-12-05,V,101,True
102683_2024-06-10,102683,2024-06-10,2024-06-10,V,202,True
102684_2026-01-23,102684,2026-01-23,2026-01-23,I,201,True
102687_2024-11-13,102687,2024-11-13,2024-11-13,V,102,True
102688_2024-07-29,102688,2024-07-29,2024-07-29,I,201,True
102691_2025-09-25,102691,2025-09-25,2025-09-25,I,207,True
102692_2025-03-25,102692,2025-03-25,2025-03-25,V,102,True
102696_2024-05-17,102696,2024-05-17,2024-05-17,I,201,True
102697_2026-01-22,102697,2026-01-22,2026-01-22,V,100,True
102701_2025-06-14,102701,2025-06-14,2025-06-14,V,100,True
102702_2024-04-24,102702,2024-04-24,2024-04-24,I,201,True
102703_2025-01-14,102703,2025-01-14,2025-01-14,V,102,True
102706_2025-02-06,102706,2025-02-06,2025-02-06,I,205,True
102709_2024-10-31,102709,2024-10-31,2024-10-31,I,207,True
102712_2024-05-03,102712,2024-05-03,2024-05-03,V,101,True
102713_2025-01-19,102713,2025-01-19,2025-01-19,V,102,True
102714_2024-05-05,102714,2024-05-05,2024-05-05,V,101,True
102721_2024-06-20,102721,2024-06-20,2024-06-20,V,101,True
102725_2025-11-10,102725,2025-11-10,2025-11-10,V,100,True
102729_2024-10-16,102729,2024-10-16,2024-10-16,I,201,True
102734_2025-05-14,102734,2025-05-14,2025-05-14,V,100,True
102737_2025-06-24,102737,2025-06-24,2025-06-24,V,100,True
102738_2025-06-19,102738,2025-06-19,2025-06-19,V,100,True
102739_2025-02-19,102739,2025-02-19,2025-02-19,I,207,True
102741_2025-04-19,102741,2025-04-19,2025-04-19,V,101,True
102745_2025-02-20,102745,2025-02-20,2025-02-20,V,102,True
102747_2025-01-04,102747,2025-01-04,2025-01-04,V,100,True
102749_2024-12-30,102749,2024-12-30,2024-12-30,V,100,True
102750_2024-06-30,102750,2024-06-30,2024-06-30,V,103,True
102755_2024-06-16,102755,2024-06-16,2024-06-16,V,100,True
102758_2024-06-10,102758,2024-06-10,2024-06-10,I,205,True
102759_2025-01-30,102759,2025-01-30,2025-01-30,V,101,True
102764_2025-04-24,102764,2025-04-24,2025-04-24,V,202,True
102765_2025-01-10,102765,2025-01-10,2025-01-10,I,201,True
102769_2024-07-29,102769,2024-07-29,2024-07-29,V,101,True
102770_2024-06-10,102770,2024-06-10,2024-06-10,V,101,True
102771_2026-01-16,102771,2026-01-16,2026-01-16,V,100,True
102772_2025-09-13,102772,2025-09-13,2025-09-13,V,100,True
102774_2024-11-15,102774,2024-11-15,2024-11-15,V,202,True
102775_2024-06-22,102775,2024-06-22,2024-06-22,I,206,True
102776_2025-08-29,102776,2025-08-29,2025-08-29,V,202,True
102780_2025-05-27,102780,2025-05-27,2025-05-27,V,101,True
102783_2025-04-30,102783,2025-04-30,2025-04-30,I,200,True
102787_2024-10-18,102787,2024-10-18,2024-10-18,V,100,True
102791_2024-06-30,102791,2024-06-30,2024-06-30,V,100,True
102793_2025-03-29,102793,2025-03-29,2025-03-29,V,101,True
102794_2025-03-31,102794,2025-03-31,2025-03-31,V,101,True
102796_2025-08-15,102796,2025-08-15,2025-08-15,V,101,True
102797_2025-06-05,102797,2025-06-05,2025-06-05,I,205,True
102799_2024-12-05,102799,2024-12-05,2024-12-05,V,202,True
102801_2024-05-21,102801,2024-05-21,2024-05-21,V,100,True
102802_2024-11-10,102802,2024-11-10,2024-11-10,V,100,True
102807_2024-08-04,102807,2024-08-04,2024-08-04,I,201,True
102815_2024-10-14,102815,2024-10-14,2024-10-14,V,100,True
102816_2025-07-03,102816,2025-07-03,2025-07-03,V,102,True
102818_2025-09-14,102818,2025-09-14,2025-09-14,V,102,True
102820_2024-07-05,102820,2024-07-05,2024-07-05,V,100,True
102821_2024-11-04,102821,2024-11-04,2024-11-04,I,205,True
102822_2024-06-15,102822,2024-06-15,2024-06-15,V,100,True
102823_2024-09-26,102823,2024-09-26,2024-09-26,V,100,True
102824_2025-01-18,102824,2025-01-18,2025-01-18,I,201,True
102825_2024-12-15,102825,2024-12-15,2024-12-15,V,202,True
102827_2025-11-05,102827,2025-11-05,2025-11-05,V,100,True
102829_2025-04-20,102829,2025-04-20,2025-04-20,V,100,True
102832_2025-07-31,102832,2025-07-31,2025-07-31,V,101,True
102833_2024-08-15,102833,2024-08-15,2024-08-15,V,101,True
102834_2024-12-21,102834,2024-12-21,2024-12-21,V,100,True
102835_2024-10-06,102835,2024-10-06,2024-10-06,V,100,True
102838_2024-08-16,102838,2024-08-16,2024-08-16,I,201,True
102840_2025-06-30,102840,2025-06-30,2025-06-30,I,206,True
102846_2024-09-11,102846,2024-09-11,2024-09-11,V,101,True
102847_2024-12-04,102847,2024-12-04,2024-12-04,V,101,True
102852_2025-07-10,102852,2025-07-10,2025-07-10,I,200,True
102853_2025-03-14,102853,2025-03-14,2025-03-14,I,205,True
102857_2026-01-02,102857,2026-01-02,2026-01-02,V,101,True
102862_2024-09-19,102862,2024-09-19,2024-09-19,I,210,True
102864_2025-07-11,102864,2025-07-11,2025-07-11,V,100,True
102866_2024-09-13,102866,2024-09-13,2024-09-13,I,207,True
102868_2025-08-16,102868,2025-08-16,2025-08-16,V,103,True
102878_2024-09-03,102878,2024-09-03,2024-09-03,I,200,True
102881_2025-06-07,102881,2025-06-07,2025-06-07,V,100,True
102885_2025-01-20,102885,2025-01-20,2025-01-20,V,103,True
102888_2025-04-19,102888,2025-04-19,2025-04-19,V,101,True
102889_2025-01-25,102889,2025-01-25,2025-01-25,V,202,True
102892_2025-03-11,102892,2025-03-11,2025-03-11,V,102,True
102894_2025-04-15,102894,2025-04-15,2025-04-15,V,100,True
102895_2025-10-10,102895,2025-10-10,2025-10-10,V,102,True
102902_2024-09-24,102902,2024-09-24,2024-09-24,I,200,True
102906_2024-10-13,102906,2024-10-13,2024-10-13,I,205,True
102907_2025-03-27,102907,2025-03-27,2025-03-27,V,101,True
102909_2024-12-06,102909,2024-12-06,2024-12-06,V,102,True
102910_2024-09-30,102910,2024-09-30,2024-09-30,V,100,True
102914_2024-10-10,102914,2024-10-10,2024-10-10,V,100,True
102917_2024-09-21,102917,2024-09-21,2024-09-21,V,101,True
102922_2025-05-23,102922,2025-05-23,2025-05-23,V,101,True
102930_2024-11-26,102930,2024-11-26,2024-11-26,V,100,True
102933_2025-06-05,102933,2025-06-05,2025-06-05,I,200,True
102936_2025-03-03,102936,2025-03-03,2025-03-03,V,103,True
102937_2025-01-03,102937,2025-01-03,2025-01-03,I,205,True
102938_2025-12-28,102938,2025-12-28,2025-12-28,I,201,True
102940_2025-04-15,102940,2025-04-15,2025-04-15,V,100,True
102942_2024-12-12,102942,2024-12-12,2024-12-12,I,201,True
102944_2024-12-23,102944,2024-12-23,2024-12-23,I,201,True
102954_2025-09-27,102954,2025-09-27,2025-09-27,V,101,True
102958_2025-11-09,102958,2025-11-09,2025-11-09,V,103,True
102964_2024-09-29,102964,2024-09-29,2024-09-29,I,200,True
102965_2025-10-23,102965,2025-10-23,2025-10-23,V,100,True
102969_2025-04-19,102969,2025-04-19,2025-04-19,V,102,True
102970_2025-07-23,102970,2025-07-23,2025-07-23,V,100,True
102975_2025-05-24,102975,2025-05-24,2025-05-24,V,101,True
102976_2025-08-23,102976,2025-08-23,2025-08-23,V,202,True
102984_2025-11-17,102984,2025-11-17,2025-11-17,V,100,True
102986_2025-07-02,102986,2025-07-02,2025-07-02,I,207,True
102988_2025-10-10,102988,2025-10-10,2025-10-10,V,101,True
102997_2025-01-06,102997,2025-01-06,2025-01-06,I,201,True
